# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001_1	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_2430;yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5347	chebi:16004;chebi:15991	18.9051,0.4091;
r_0001_2	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_2430;yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3005	chebi:16004;chebi:15991	18.9051,1.7716;
r_0001_3	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_2430;yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3253	chebi:16004;chebi:15991	18.9051,0.4486;
r_0002	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_2430;yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5347	chebi:15991;chebi:16004	;18.9051,0.4091
r_0003_1_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_1303	chebi:16982;chebi:57540	0.9737;2.4404
r_0003_1_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_1303	chebi:15686;chebi:57945	1.2861;1.1983
r_0003_2_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3579	chebi:16982;chebi:57540	1.1575;2.8586
r_0003_2_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3579	chebi:15686;chebi:57945	0.8511;2.2673
r_0004	MNXM731974;MNXM731835	ferricytochrome c;(S)-lactate	ferricytochrome c;(S)-lactate	;C[C@H](O)C([O-])=O	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_2430;yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3443	chebi:15991;chebi:16651	;18.9051,2.7146
r_0005_1	MNXM739638	UDP-D-glucose	UDP-D-glucose	OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_1721;yHMPu5000034660_Diddensiella_caesifluorescens@Seq_2748	chebi:18066	1.0340,0.2412
