"13GS_c"	 0.000000000000000E+00	 2.540588028763315E+03
"16GS_c"	 0.000000000000000E+00	 6.685852252969735E+02
"2OXOADPt_c_m"	 0.000000000000000E+00	 3.384274231077137E+03
"AASADy_c"	 0.000000000000000E+00	 3.384274231077137E+03
"AATA_c"	 0.000000000000000E+00	 3.384274231077137E+03
"ACALDt_c_m"	 1.912628218434000E-02	 0.000000000000000E+00
"ACGAM6PS_c"	 0.000000000000000E+00	 6.003678289993979E+01
"ACGAMPM_c"	 0.000000000000000E+00	 6.003678289993979E+01
"ACLS_m"	 0.000000000000000E+00	 3.470057909493589E+03
"ADSK_c"	 0.000000000000000E+00	 2.849805272722671E+03
"ADSL2i_c"	 2.500044383374959E+03	 0.000000000000000E+00
"AGTi_c"	 1.000000000000000E-02	 0.000000000000000E+00
"AHSERL2_c"	 0.000000000000000E+00	 4.904398209075921E+02
"AICART_c"	 2.616220020298566E+03	 0.000000000000000E+00
"AIRC1_c"	 2.500044383374959E+03	 0.000000000000000E+00
"ALATA_L_m"	 2.126971643978690E+03	 0.000000000000000E+00
"ALAt_c_m"	 2.126971643978690E+03	 0.000000000000000E+00
"ALCD2i2_m"	 9.936608628697266E-03	 0.000000000000000E+00
"ALDD2y_m"	 1.000000000000000E-02	 0.000000000000000E+00
"ANS_c"	 0.000000000000000E+00	 6.179016813989508E+02
"ASPCT_c"	 4.229960307081502E+03	 0.000000000000000E+00
"ATPPRT_c"	 1.161756369236045E+02	 0.000000000000000E+00
"ATPS_m"	 4.553755871942267E+02	 0.000000000000000E+00
"BPNT_c"	 0.000000000000000E+00	 2.849805272722671E+03
"C22STDSy_c"	 8.808885700068292E+02	 0.000000000000000E+00
"C5STDS_c"	 8.808885700068292E+02	 0.000000000000000E+00
"CHORM_c"	 0.000000000000000E+00	 1.748334478443732E+03
"CHORS_c"	 0.000000000000000E+00	 2.366236159842692E+03
"CHTNS_c"	 0.000000000000000E+00	 6.003678289993979E+01
"CYTK1_c"	 0.000000000000000E+00	 4.795445062447059E+03
"DDPA_c"	 0.000000000000000E+00	 2.366236159842692E+03
"DHAD1_m"	 0.000000000000000E+00	 3.470057909493589E+03
"DHFRi_c"	 6.528984384036579E+01	 0.000000000000000E+00
"DHORDfum_c"	 4.229960307081502E+03	 0.000000000000000E+00
"DHORTS_c"	 1.343521339671185E+04	 0.000000000000000E+00
"DHQS_c"	 0.000000000000000E+00	 2.366236159842692E+03
"DHQTi_c"	 0.000000000000000E+00	 2.366236159842692E+03
