ENZSYN-ALG1314	 1.133771628201249E-10
ENZSYN-ATPSCPLX	 3.674890055113308E-07
ENZSYN-COX15ARH1YAH1	 3.545558854700407E-08
ENZSYN-CPA12	 3.952180131865560E-07
ENZSYN-ERG11NCP1	 1.164669847548018E-07
ENZSYN-FECRq9CPLX	 9.404160712074242E-08
ENZSYN-FRS12	 1.568372763042809E-07
ENZSYN-GCV123LPD1	 1.303305990928562E-07
ENZSYN-IDH12	 2.193834788258479E-07
ENZSYN-ILV26	 3.892943025839881E-07
ENZSYN-KGDCPLX2	 2.423307330105084E-07
ENZSYN-LSC12	 1.425387150760416E-06
ENZSYN-LYS25	 4.344616253409645E-10
ENZSYN-MET1213	 1.018643109333158E-07
ENZSYN-MET16TRX2	 4.856063018863675E-09
ENZSYN-MPC13	 1.611171804493422E-07
ENZSYN-NADHCPLX6	 9.672719318508100E-08
ENZSYN-PDHCPLX	 2.398861205354613E-07
ENZSYN-PMT12	 1.236175682158834E-08
ENZSYN-PRS23	 1.460739725521404E-07
ENZSYN-RNR124	 2.710929415657908E-08
ENZSYN-SDH1234	 1.081294001292426E-07
ENZSYN-SNZ1SNO1	 3.694051949734855E-10
ENZSYN-TRP23	 3.916689998690204E-08
ENZSYN-rt0004	 2.683531548731820E-07
ENZSYN-rt0017	 7.526065297505509E-07
ENZSYN-rt0027	 9.649997665210734E-08
ENZSYN-rt0066	 1.484103050647653E-08
ENZSYN-rt0073	 1.889872369104344E-09
ENZSYN-rt0150	 3.008491496702995E-09
ENZSYN-rt0207_c	 1.244706960564047E-07
ENZSYN-rt0239	 4.406468229009533E-07
ENZSYN-rt0271	 2.874605915014151E-07
ENZSYN-rt0283	 9.862854604539086E-08
ENZSYN-rt0302	 3.737521733635792E-07
ENZSYN-rt0303	 2.452539442378803E-08
ENZSYN-rt0309	 2.530382878230470E-08
ENZSYN-rt0310	 1.158764063909908E-06
ENZSYN-rt0334	 9.111699349936077E-08
ENZSYN-rt0339	 9.709005074157733E-08
ENZSYN-rt0341	 2.408442292928689E-07
ENZSYN-rt0390	 6.610669347076947E-07
ENZSYN-rt0409	 3.758664995376395E-07
ENZSYN-rt0467	 2.464581283997330E-07
ENZSYN-rt0477	 4.835176093783209E-08
ENZSYN-rt0499	 1.255893083582606E-08
ENZSYN-rt0510	 1.233683814511615E-07
ENZSYN-rt0521	 3.561172402964652E-06
ENZSYN-rt0563	 1.292147548907077E-08
ENZSYN-rt0568_c	 1.528228841081829E-07
ENZSYN-rt0602_c	 9.187474715720060E-09
ENZSYN-rt0669	 3.926907538488280E-06
ENZSYN-rt0711	 3.188794781325820E-07
ENZSYN-rt0716	 1.242168048373417E-07
ENZSYN-rt0717	 3.799185161051457E-07
ENZSYN-rt0757	 2.314350495672178E-08
ENZSYN-rt0799	 1.944810770325113E-07
ENZSYN-rt0808	 2.216336464654251E-06
ENZSYN-rt0848_m	 8.677401428018712E-08
ENZSYN-rt0852	 6.196757056451333E-07
ENZSYN-rt0872	 8.461464176108823E-08
ENZSYN-rt0873	 6.117608812903131E-07
ENZSYN-rt0894	 1.889163682191944E-07
ENZSYN-rt0910	 1.578061339972838E-07
ENZSYN-rt0915_c	 4.541512291335178E-08
ENZSYN-rt0930_c	 3.799509611306423E-07
ENZSYN-rt0932	 1.113623541909558E-06
ENZSYN-rt0996	 1.676721029849547E-07
ENZSYN-rt1009	 8.617451318193268E-07
ENZSYN-rt10571935	 3.277545437308375E-08
ENZSYN-rt1131	 1.471259886217237E-08
ENZSYN-rt1206	 3.215509987621217E-08
ENZSYN-rt1221	 2.028638488125918E-06
ENZSYN-rt1267	 9.998024749394504E-08
ENZSYN-rt1299	 1.750084984090710E-06
ENZSYN-rt1320	 3.685550839805563E-07
ENZSYN-rt1321	 3.706744475521777E-07
ENZSYN-rt1336	 1.997694404967398E-07
ENZSYN-rt1358	 6.365217827206629E-07
ENZSYN-rt1360	 2.006140312753497E-07
ENZSYN-rt1362	 4.773821911444428E-08
ENZSYN-rt1374	 3.796915141613870E-07
ENZSYN-rt1378	 5.119242685946135E-09
ENZSYN-rt1384	 1.461964531469193E-09
ENZSYN-rt1457	 2.582614655037296E-06
ENZSYN-rt1487	 7.590589456712500E-08
ENZSYN-rt1519	 5.281515031157068E-08
ENZSYN-rt1520	 3.012766963870145E-07
ENZSYN-rt1532	 1.934990063095123E-08
ENZSYN-rt1544_rm	 7.385524994144099E-08
ENZSYN-rt1577	 1.729279912640932E-09
ENZSYN-rt1591	 2.123297724410744E-06
ENZSYN-rt1611	 1.687638612412100E-08
ENZSYN-rt1622_c	 2.284397501841092E-08
ENZSYN-rt1711	 3.433751684930263E-07
ENZSYN-rt1727	 5.452323386195173E-08
ENZSYN-rt1745	 2.503865537391266E-07
ENZSYN-rt1776	 3.883227686821912E-07
ENZSYN-rt1784_c	 4.362081685428845E-08
ENZSYN-rt1788	 1.216333091152144E-08
ENZSYN-rt1805	 6.028663792987194E-06
ENZSYN-rt1814_c	 9.580825934161996E-09
ENZSYN-rt1838	 2.506062389058457E-08
ENZSYN-rt1896	 5.214346132502923E-07
ENZSYN-rt1924_c	 7.696274460177336E-08
ENZSYN-rt1948	 1.084412764647004E-07
ENZSYN-rt1962	 5.586102988128528E-07
ENZSYN-rt20063076	 6.060545238063991E-08
ENZSYN-rt2060	 7.641570272895732E-07
ENZSYN-rt2062_c	 1.519706554011502E-08
ENZSYN-rt2093	 1.517695917420365E-08
ENZSYN-rt2146	 7.342041116224579E-08
ENZSYN-rt2147	 1.733553747989665E-05
ENZSYN-rt2183	 2.670619461871961E-07
ENZSYN-rt2190	 1.405722336171712E-07
ENZSYN-rt2234_m	 3.933999450359202E-07
ENZSYN-rt2245	 1.630534780773435E-06
ENZSYN-rt2246	 1.578691654329770E-06
ENZSYN-rt2267	 4.845922296450015E-07
ENZSYN-rt2279	 5.015119313938344E-08
ENZSYN-rt2297_l	 7.153562942136030E-09
ENZSYN-rt2305	 5.596433702671923E-07
ENZSYN-rt2309	 2.790943280799645E-07
ENZSYN-rt2348	 4.939033952396180E-07
ENZSYN-rt2385	 2.740451250872279E-07
ENZSYN-rt2477	 2.718217119702853E-07
ENZSYN-rt2682	 2.041264395847465E-08
ENZSYN-rt2746	 2.195139275353024E-08
ENZSYN-rt2761	 2.421782041370079E-06
ENZSYN-rt2799_rm	 1.417844512549114E-07
ENZSYN-rt2810	 2.818720089396877E-06
ENZSYN-rt2834	 5.214888862323311E-09
ENZSYN-rt2849	 2.243334521693931E-08
ENZSYN-rt2960	 4.661571591436896E-06
ENZSYN-rt2975	 1.161751686557638E-09
ENZSYN-rt3023_c	 1.018564084136625E-08
ENZSYN-rt3023_r	 0.000000000000000E+00
ENZSYN-rt3118	 8.763405771235476E-07
ENZSYN-rt3157	 5.879713630981433E-07
ENZSYN-rt3174_c	 5.030998700945872E-08
ENZSYN-rt3215	 2.153753744503570E-08
ENZSYN-rt3236	 3.135265172225260E-07
ENZSYN-rt3242_c	 1.435750280398009E-07
ENZSYN-rt3256	 9.811847211445752E-07
ENZSYN-rt3278	 1.347260170418451E-07
ENZSYN-rt3384	 1.713749906045200E-06
ENZSYN-rt3388	 6.783692194679103E-10
ENZSYN-rt3476	 1.185423861750610E-07
ENZSYN-rt3499	 1.073749294675765E-08
ENZSYN-rt3505	 6.702195472028655E-10
ENZSYN-rt3542	 2.065011120860286E-07
ENZSYN-rt3556	 2.112065895570844E-08
ENZSYN-rt3577	 3.503448490738970E-07
ENZSYN-rt3605	 2.572893300134027E-07
ENZSYN-rt3683	 5.608479014401257E-08
ENZSYN-rt3712	 1.007362284400062E-07
ENZSYN-rt3750	 2.913277035953026E-07
ENZSYN-rt3754_c	 8.634904674420088E-07
ENZSYN-rt3764	 3.009805495560719E-07
ENZSYN-rt3786_c	 1.904884046673367E-07
ENZSYN-rt3791_c	 3.081635292046483E-07
ENZSYN-rt3802	 2.898303114200694E-07
ENZSYN-rt3853	 3.485644877884462E-07
ENZSYN-rt3880	 4.104822264682943E-07
ENZSYN-rt3901	 1.156639800261147E-07
ENZSYN-rt3923	 2.102316291638529E-07
ENZSYN-rt4053	 1.029753219489980E-06
ENZSYN-rt4069	 5.842614807869486E-09
ENZSYN-rt4107	 3.917533710265420E-08
ENZSYN-rt4112	 1.652959967375790E-08
ENZSYN-rt4127	 3.763553679502496E-07
ENZSYN-rt4145	 6.989480190602741E-08
ENZSYN-rt4150	 2.534967550578420E-07
ENZSYN-rt4183	 2.745486519618921E-08
ENZSYN-rt4213	 8.969736857209544E-07
ENZSYN-rt4237	 5.532540776364371E-08
ENZSYN-rt4281	 1.927715977970483E-08
ENZSYN-rt4336	 7.882814105980363E-06
ENZSYN-rt4380	 2.125367219252925E-07
ENZSYN-rt4513_rm	 4.406807512655514E-08
ENZSYN-rt4544	 9.093970179639789E-07
ENZSYN-rt4558	 1.908253088332381E-10
ENZSYN-rt4559	 8.121317269512636E-09
ENZSYN-rt4576	 4.377974475966506E-07
ENZSYN-rt4597	 1.232428268823416E-07
ENZSYN-rt4634	 3.031766982569677E-06
ENZSYN-rt4674	 9.374674376339271E-09
ENZSYN-rt4692	 3.555067631000230E-07
ENZSYN-rt4772	 1.531308067283385E-07
ENZSYN-rt4822_c	 2.578214822227810E-07
ENZSYN-rt4862	 2.518782591406293E-07
ENZSYN-rt4920	 2.103433969725670E-07
ENZSYN-rt4934	 2.925549766383503E-07
ENZSYN-rt4951	 9.512986124928735E-09
ENZSYN-rt5012	 1.631365605353582E-07
ENZSYN-rt5017	 1.110831531017884E-07
ENZSYN-rt5026	 4.009359322227354E-08
ENZSYN-rt5064	 1.732679199194108E-07
ENZSYN-rt5075	 7.960038738800131E-08
ENZSYN-rt5078	 2.760924495710146E-07
ENZSYN-rt5116	 5.028066337606671E-08
ENZSYN-rt5201	 1.688684282041271E-08
ENZSYN-rt5227	 2.354346364597458E-07
ENZSYN-rt5361	 1.245067232418610E-08
ENZSYN-rt5403	 2.304503422804982E-06
ENZSYN-rt5429	 1.658987892289552E-07
ENZSYN-rt5526	 4.942935455571927E-07
ENZSYN-rt5549	 1.755108384841240E-08
ENZSYN-rt5633_c	 9.839106703292783E-07
ENZSYN-rt5646	 4.002983046982990E-10
ENZSYN-rt5669	 3.092408273145338E-07
ENZSYN-rt5811	 3.461857869557266E-08
ENZSYN-rt5817	 5.531369747911075E-08
ENZSYN-rt5827	 2.456455274155222E-08
ENZSYN-rt5829	 1.278688191300507E-08
ENZSYN-rt5857	 1.748524344467980E-08
ENZSYN-rt5884	 1.150543269258172E-07
ENZSYN-rt5890	 4.510272293674697E-07
ENZSYN-rt5891	 5.724614991467101E-07
ENZSYN-rt5913_m	 7.323170924414011E-07
ENZSYN-rt6186	 6.345070692363691E-08
ENZSYN-rt6229_c	 7.032310256740844E-07
ENZSYN-rt6232	 5.438721980341973E-08
ENZSYN-rt6242_m	 3.925529761386258E-07
ENZSYN-rt6294	 1.993906074158778E-07
ENZSYN-rt6298	 9.994985239913464E-09
ENZSYN-rt6341	 2.649486573331564E-07
ENZSYN-rt6350	 6.973908650036179E-09
ENZSYN-rt6481	 8.981477041273461E-09
ENZSYN-rt6488_m	 9.467004126158577E-07
ENZSYN-rt6498	 6.408609122102083E-07
ENZSYN-rt6510	 1.800484461774784E-07
ENZSYN-rt6546	 4.023257866198634E-07
ENZSYN-rt6588	 8.908766237463135E-07
ENZSYN-rt6665	 2.623462747541883E-07
ENZSYN-rt6753	 7.847145565261028E-08
ENZSYN-rt6769	 3.700292841270096E-07
ENZSYN-rt6820	 4.061059870998060E-08
ENZSYN-rt6884	 9.946671667096883E-08
ENZSYN-rt6932	 1.359167406289551E-07
ENZSYN-rt6946	 9.308936939443749E-09
ENZSYN-rt6998	 3.925406309538064E-07
ENZSYN-rt7036	 1.503991647300772E-07
ENZSYN-rt7052	 2.594859091892792E-06
ENZSYN-rt7057	 1.970017194823994E-08
ENZSYN-rt7067	 3.380454535766380E-08
ENZSYN-rt7120	 1.418694461865407E-06
ENZSYN-rt7128_c	 1.249523590366817E-06
ENZSYN-rt7136	 3.981613499938958E-07
ENZSYN-rt7138	 6.699893862580333E-09
ENZSYN-rt7263_c	 8.590222233530405E-07
ENZSYN-rt7311	 3.719806124961712E-06
ENZSYN-rt7325	 2.130177948750320E-08
ENZSYN-rt7344	 1.832278955241534E-07
ENZSYN-rt7353	 2.032268508430587E-06
ENZSYN-rt7368	 6.616182035755892E-09
ENZSYN-rt7388	 4.332761066578960E-07
ENZSYN-rt7437	 1.046978959100274E-07
ENZSYN-rt7461	 1.224039275927172E-07
ENZSYN-rt7471	 4.847205439639035E-08
ENZSYN-rt74770996	 7.520510521865852E-09
ENZSYN-rt7480	 3.105508427009192E-07
ENZSYN-rt7511	 2.566498283278740E-06
ENZSYN-rt7616	 1.821456750623119E-08
ENZSYN-rt7648	 2.179600932114769E-07
ENZSYN-rt7662	 8.656634238688175E-09
ENZSYN-rt7697	 1.278051045271010E-08
ENZSYN-rt7825	 1.232731389484851E-07
ENZSYN-rt7828	 8.207530074297107E-07
ENZSYN-rt7835	 1.628288982878476E-07
ENZSYN-rt7840	 2.263459667176369E-07
ENZSYN-rt7857	 4.552775640001743E-08
ENZSYN-rt7873	 7.601970110021667E-08
ENZSYN-rt7905	 4.027414875716494E-07
ENZSYN-rt7907	 1.477683458911453E-08
ENZSYN-rt7910	 9.109938699734152E-08
ENZSYN-rt7962_c	 2.626193623704253E-07
ENZSYN-rt8084	 2.034574285072939E-08
ENZSYN-rt8107	 1.650073276672396E-07
ENZSYN-rt8116	 1.338865576724139E-09
ENZSYN-rt8160_c	 2.485005685832352E-07
ENZSYN-rt8196	 7.797054860869793E-08
ENZSYN-rt8223	 2.284077819564245E-07
ENZSYN-rt8250	 1.057686252149799E-08
ENZSYN-rt8272	 9.188296932257034E-09
ENZSYN-rt8273	 2.738692816032123E-07
ENZSYN-rt8298	 6.222857425868670E-08
ENZSYN-rt8313	 0.000000000000000E+00
ENZSYN-rt8327	 2.539041823508995E-07
ENZSYN-rt8431	 1.556193997655674E-07
ENZSYN-rt8465	 7.674177160710339E-07
ENZSYN-rt8469	 7.720798870284447E-09
ENZSYN-rt8485	 1.855910480510522E-07
