"13GS_c"	 2.000000000000000E+06	 2.000000000000000E+06
"16GS_c"	 2.000000000000000E+06	 2.000000000000000E+06
"2OBUTt_c_m"	 2.000000000000000E+06	 2.000000000000000E+06
"2OXOADPt_c_m"	 2.000000000000000E+06	 2.000000000000000E+06
"AASADy_c"	 2.000000000000000E+06	 2.000000000000000E+06
"AATA_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ABTA_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ACACT40ir_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ACALDt_c_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ACGAM6PS_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ACGAMPM_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ACGK_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ACHBS_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ACLS_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ACONTa_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ACONTb_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ACOTAi_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ACS_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ADK1_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ADNK1_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ADPATPt_c_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ADSK_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ADSL1r_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ADSL2i_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ADSS_c"	 2.000000000000000E+06	 2.000000000000000E+06
"AGPRi_m"	 2.000000000000000E+06	 2.000000000000000E+06
"AGTi_c"	 2.000000000000000E+06	 2.000000000000000E+06
"AHCi_c"	 2.000000000000000E+06	 2.000000000000000E+06
"AHSERL2_c"	 2.000000000000000E+06	 2.000000000000000E+06
"AICART_c"	 2.000000000000000E+06	 2.000000000000000E+06
"AIRC1_c"	 2.000000000000000E+06	 2.000000000000000E+06
"AKGCITta_m"	 2.000000000000000E+06	 0.000000000000000E+00
"AKGDH_m"	 2.000000000000000E+06	 2.000000000000000E+06
"AKGMALta_m"	 2.000000000000000E+06	 0.000000000000000E+00
"ALATA_L_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ALAt_c_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ALCD2i2_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ALCD2i2_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ALDD2y_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ALDD2y_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ALPHNH_c"	 0.000000000000000E+00	 2.000000000000000E+06
"ANPRT_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ANS_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ARGN_c"	 0.000000000000000E+00	 2.000000000000000E+06
"ARGSL_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ARGSS_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ASAD_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ASNN_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ASNS1_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ASPCT_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ASPGLUt_c_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ASPK_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ASPTA_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ASPTAi_m"	 2.000000000000000E+06	 2.000000000000000E+06
"ATPM_c"	 0.000000000000000E+00	 2.000000000000000E+06
"ATPPRT_c"	 2.000000000000000E+06	 2.000000000000000E+06
"ATPS_m"	 2.000000000000000E+06	 2.000000000000000E+06
"BPNT_c"	 2.000000000000000E+06	 2.000000000000000E+06
"C14STR_c"	 2.000000000000000E+06	 2.000000000000000E+06
"C22STDSy_c"	 2.000000000000000E+06	 2.000000000000000E+06
"C3STDH1_c"	 2.000000000000000E+06	 2.000000000000000E+06
"C3STDH2_c"	 2.000000000000000E+06	 2.000000000000000E+06
"C3STKR1_c"	 2.000000000000000E+06	 2.000000000000000E+06
"C3STKR2_c"	 2.000000000000000E+06	 2.000000000000000E+06
"C4STMO1_c"	 2.000000000000000E+06	 2.000000000000000E+06
"C4STMO2_c"	 2.000000000000000E+06	 2.000000000000000E+06
"C4STMO3_c"	 2.000000000000000E+06	 2.000000000000000E+06
"C4STMO4_c"	 2.000000000000000E+06	 2.000000000000000E+06
"C5STDS_c"	 2.000000000000000E+06	 2.000000000000000E+06
"C8STI_c"	 2.000000000000000E+06	 2.000000000000000E+06
"CBL_c"	 2.000000000000000E+06	 2.000000000000000E+06
"CBPS_c"	 2.000000000000000E+06	 2.000000000000000E+06
"CHORM_c"	 2.000000000000000E+06	 2.000000000000000E+06
"CHORS_c"	 2.000000000000000E+06	 2.000000000000000E+06
"CHTNS_c"	 2.000000000000000E+06	 2.000000000000000E+06
"CITMALta_m"	 0.000000000000000E+00	 2.000000000000000E+06
"CO2t_c_e"	 2.000000000000000E+06	 2.000000000000000E+06
"CO2t_c_m"	 2.000000000000000E+06	 2.000000000000000E+06
"CS_m"	 2.000000000000000E+06	 2.000000000000000E+06
"CTPS2_c"	 2.000000000000000E+06	 2.000000000000000E+06
"CYSS_c"	 2.000000000000000E+06	 2.000000000000000E+06
"CYSTGL_c"	 2.000000000000000E+06	 2.000000000000000E+06
"CYSTS_c"	 0.000000000000000E+00	 2.000000000000000E+06
"CYTK1_c"	 2.000000000000000E+06	 2.000000000000000E+06
"DDPA_c"	 2.000000000000000E+06	 2.000000000000000E+06
"DHAD1_m"	 2.000000000000000E+06	 2.000000000000000E+06
"DHAD2_m"	 2.000000000000000E+06	 2.000000000000000E+06
