# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001_1	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Kazachstania_naganishii@Seq_1154;Kazachstania_naganishii@Seq_3400	chebi:16004;chebi:15991	10.5482,1.0357;
r_0001_2	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Kazachstania_naganishii@Seq_1154;Kazachstania_naganishii@Seq_3605	chebi:16004;chebi:15991	10.5482,7.8797;
r_0001_3	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Kazachstania_naganishii@Seq_3605;Kazachstania_naganishii@Seq_4825	chebi:16004;chebi:15991	7.8797,2.4040;
r_0001_4	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Kazachstania_naganishii@Seq_3400;Kazachstania_naganishii@Seq_4825	chebi:16004;chebi:15991	1.0357,2.4040;
r_0002_1	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	Kazachstania_naganishii@Seq_1154;Kazachstania_naganishii@Seq_3400	chebi:15991;chebi:16004	;10.5482,1.0357
r_0002_2	MNXM731974;MNXM731834	ferricytochrome c;(R)-lactate	ferricytochrome c;(R)-lactate	;C[C@@H](O)C([O-])=O	Kazachstania_naganishii@Seq_3400;Kazachstania_naganishii@Seq_4825	chebi:15991;chebi:16004	;1.0357,2.4040
r_0003_1_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Kazachstania_naganishii@Seq_1191	chebi:16982;chebi:57540	9.7252;10.6892
r_0003_1_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Kazachstania_naganishii@Seq_1191	chebi:15686;chebi:57945	9.5935;15.4568
r_0003_2_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Kazachstania_naganishii@Seq_1216	chebi:16982;chebi:57540	7.6059;8.1585
r_0003_2_rvs	MNXM664;MNXM10	(R)-acetoin;NADH	(R)-acetoin;NADH	C[C@@H](O)C(C)=O;NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Kazachstania_naganishii@Seq_1216	chebi:15686;chebi:57945	7.5031;11.1876
